Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
"DTP, DTaP, or DT",,States,Ohio,2022-23,89.4,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
Varicella,1 Dose (unknown disease history),States,Ohio,2022-23,NReq,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
MMR,,States,Ohio,2022-23,89.3,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
Varicella,UTD (unknown disease history),States,Ohio,2022-23,88.8,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
Polio,,States,Ohio,2022-23,89.7,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Ohio,2022-23,3.8,134893,93.7,||,5127,"Census (pub.), vol. response (pvt.)"
Exemption,Medical Exemption,States,Ohio,2022-23,0.2,134893,93.7,||,275,"Census (pub.), vol. response (pvt.)"
Exemption,Non-Medical Exemption,States,Ohio,2022-23,3.6,134893,93.7,||,4852,"Census (pub.), vol. response (pvt.)"
Varicella,2 Doses (unknown disease history),States,Ohio,2022-23,88.8,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
Hepatitis B,,States,Ohio,2022-23,93,134893,93.7,,,"Census (pub.), vol. response (pvt.)"
Varicella,1 Dose (unknown disease history),States,Massachusetts,2021-22,NReq,65582,100,*. ‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2009-10,NReq,74476,100,*,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2015-16,NA,72897,100,*.‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2020-21,NReq,60724,100,*.‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2019-20,NReq,66756,100,*.‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2013-14,NA,79894,97.9,‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2014-15,NA,74869,100,*. ‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2012-13,NA,79661,97.6,‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2020-21,95.7,60724,100,*.‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2021-22,96.1,65582,100,*. ‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2018-19,97.1,65279,100,*.‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2019-20,97.2,66756,100,*.‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2017-18,96.4,63377,100,*.‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2011-12,NA,79551,97.5,,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2009-10,98.6,74476,100,*,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2010-11,NA,,,,,NA
MMR (PAC),MMR (PAC),States,Massachusetts,2023-24,98.7,,,,,
Varicella,UTD (unknown disease history),States,Massachusetts,2023-24,95.7,65424,100,*. ‡,,Census
Exemption,Any Exemption,States,Massachusetts,2023-24,1.4,65424,100,†,939,Census
Exemption,Medical Exemption,States,Massachusetts,2023-24,0.2,65424,100,†,126,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2023-24,1.2,65424,100,†,813,Census
MMR (PAC),MMR (PAC),States,Massachusetts,2017-18,98.9,,,,,
MMR (PAC),MMR (PAC),States,Massachusetts,2018-19,98.8,,,,,
MMR (PAC),MMR (PAC),States,Massachusetts,2019-20,98.8,,,,,
MMR (PAC),MMR (PAC),States,Massachusetts,2020-21,99.2,,,,,
MMR (PAC),MMR (PAC),States,Massachusetts,2021-22,99.1,,,,,
MMR (PAC),MMR (PAC),States,Massachusetts,2022-23,98.7,,,,,
Polio,,States,Massachusetts,2023-24,96.2,65424,100,*. ‡,,Census
Hepatitis B,,States,Massachusetts,2023-24,97.3,65424,100,*. ‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2023-24,95.7,65424,100,*. ‡,,Census
Varicella,1 Dose (unknown disease history),States,Massachusetts,2023-24,NReq,65424,100,*. ‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2023-24,96,65424,100,*. ‡,,Census
MMR,,States,Massachusetts,2023-24,96.3,65424,100,*. ‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2010-11,NA,,,,,NA
Varicella,2 Doses (unknown disease history),States,Massachusetts,2011-12,92.7,79551,97.5,,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2012-13,93.6,79661,97.6,‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2013-14,93.9,79894,97.9,‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2014-15,94.1,74869,100,*. ‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2015-16,95.8,72897,100,*.‡,,Census
Hepatitis B,,States,Massachusetts,2018-19,97.6,65279,100,*.‡,,Census
Hepatitis B,,States,Massachusetts,2019-20,98,66756,100,*.‡,,Census
Hepatitis B,,States,Massachusetts,2020-21,97.2,60724,100,*.‡,,Census
Hepatitis B,,States,Massachusetts,2021-22,97,65582,100,*. ‡,,Census
Polio,,States,Massachusetts,2009-10,92.9,74476,100,*,,Census
Polio,,States,Massachusetts,2010-11,NA,,,,,NA
Polio,,States,Massachusetts,2011-12,93.3,79551,97.5,,,Census
Hepatitis B,,States,Massachusetts,2011-12,97.8,79551,97.5,,,Census
Hepatitis B,,States,Massachusetts,2010-11,NA,,,,,NA
Hepatitis B,,States,Massachusetts,2012-13,97.8,79661,97.6,‡,,Census
Hepatitis B,,States,Massachusetts,2013-14,97.2,79894,97.9,‡,,Census
Hepatitis B,,States,Massachusetts,2017-18,97.3,63377,100,*.‡,,Census
Hepatitis B,,States,Massachusetts,2016-17,97.5,70109,100,*.‡,,Census
Hepatitis B,,States,Massachusetts,2014-15,96.9,74869,100,*. ‡,,Census
Hepatitis B,,States,Massachusetts,2015-16,97.6,72897,100,*.‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2018-19,96.5,65279,100,*.‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2017-18,96,63377,100,*.‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2020-21,95.4,60724,100,*.‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2019-20,97,66756,100,*.‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2016-17,95.7,70109,100,*.‡,,Census
Varicella,2 Doses (unknown disease history),States,Massachusetts,2021-22,95.7,65582,100,*. ‡,,Census
Hepatitis B,,States,Massachusetts,2009-10,97.7,74476,100,*,,Census
MMR,,States,Massachusetts,2016-17,96.1,70109,100,*.‡,,Census
MMR,,States,Massachusetts,2021-22,96.2,65582,100,*. ‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2009-10,92.4,74476,100,*,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,Massachusetts,2011-12,92.5,79551,97.5,,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2012-13,93.1,79661,97.6,‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2013-14,93,79894,97.9,‡,,Census
MMR,,States,Massachusetts,2018-19,96.9,65279,100,*.‡,,Census
MMR,,States,Massachusetts,2017-18,96.3,63377,100,*.‡,,Census
MMR,,States,Massachusetts,2020-21,95.9,60724,100,*.‡,,Census
MMR,,States,Massachusetts,2019-20,97.3,66756,100,*.‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2016-17,96.1,70109,100,*.‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2014-15,92.9,74869,100,*. ‡,,Census
"DTP, DTaP, or DT",,States,Massachusetts,2015-16,94.9,72897,100,*.‡,,Census
MMR,,States,Massachusetts,2009-10,93,74476,100,*,,Census
MMR,,States,Massachusetts,2010-11,NA,,,,,NA
MMR,,States,Massachusetts,2011-12,94.2,79551,97.5,,,Census
MMR,,States,Massachusetts,2012-13,94.8,79661,97.6,‡,,Census
MMR,,States,Massachusetts,2013-14,95.1,79894,97.9,‡,,Census
MMR,,States,Massachusetts,2014-15,94.7,74869,100,*. ‡,,Census
MMR,,States,Massachusetts,2015-16,96.4,72897,100,*.‡,,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2014-15,1.1,74869,,†,803,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2013-14,1.1,79894,,†,860,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2015-16,1,72897,,†,760,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2012-13,1.1,79661,,†,843,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2011-12,1,79551,,†,742,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Massachusetts,2009-10,0.7,74476,,†,538,Census
Exemption,Medical Exemption,States,Massachusetts,2021-22,0.2,65582,100,†,116,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2016-17,1,70109,,†,702,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2019-20,1.1,66756,,†,737,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2020-21,0.9,60724,100,†,566,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2018-19,1.1,65279,,†,749,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2017-18,1.1,63377,,†,687,Census
Exemption,Non-Medical Exemption,States,Massachusetts,2021-22,0.9,65582,100,†,572,Census
Exemption,Any Exemption,States,Massachusetts,2009-10,1.1,74476,,†,836,Census
Exemption,Any Exemption,States,Massachusetts,2010-11,NA,,,,,NA
Exemption,Any Exemption,States,Massachusetts,2015-16,1.3,72897,,†,976,Census
Exemption,Any Exemption,States,Massachusetts,2014-15,1.4,74869,,†,1064,Census
Exemption,Any Exemption,States,Massachusetts,2013-14,1.5,79894,,†,1192,Census
Exemption,Any Exemption,States,Massachusetts,2012-13,1.5,79661,,†,1216,Census
Exemption,Any Exemption,States,Massachusetts,2011-12,1.4,79551,,†,1067,Census
Exemption,Medical Exemption,States,Massachusetts,2020-21,0.2,60724,100,†,127,Census
Exemption,Medical Exemption,States,Massachusetts,2018-19,0.3,65279,,†,171,Census
Exemption,Medical Exemption,States,Massachusetts,2019-20,0.2,66756,,†,153,Census
Exemption,Medical Exemption,States,Massachusetts,2017-18,0.3,63377,,,166,Census
Exemption,Medical Exemption,States,Massachusetts,2016-17,0.3,70109,,,191,Census
Exemption,Medical Exemption,States,Massachusetts,2015-16,0.3,72897,,,216,Census
Exemption,Medical Exemption,States,Massachusetts,2014-15,0.3,74869,,,261,Census
Exemption,Medical Exemption,States,Massachusetts,2013-14,0.4,79894,,,332,Census
Exemption,Medical Exemption,States,Massachusetts,2012-13,0.5,79661,,,373,Census
Exemption,Medical Exemption,States,Massachusetts,2011-12,0.4,79551,,,325,Census
Exemption,Medical Exemption,States,Massachusetts,2010-11,NA,,,,,NA
Exemption,Medical Exemption,States,Massachusetts,2009-10,0.4,74476,,,298,Census
Polio,,States,Massachusetts,2021-22,96,65582,100,*. ‡,,Census
Polio,,States,Massachusetts,2020-21,95.6,60724,100,*.‡,,Census
Polio,,States,Massachusetts,2012-13,94.2,79661,97.6,‡,,Census
Polio,,States,Massachusetts,2013-14,94.4,79894,97.9,‡,,Census
Polio,,States,Massachusetts,2014-15,95,74869,100,*. ‡,,Census
Polio,,States,Massachusetts,2015-16,96.7,72897,100,*.‡,,Census
Polio,,States,Massachusetts,2017-18,96.3,63377,100,*.‡,,Census
Polio,,States,Massachusetts,2016-17,96.6,70109,100,*.‡,,Census
Polio,,States,Massachusetts,2018-19,96.9,65279,100,*.‡,,Census
Polio,,States,Massachusetts,2019-20,97.3,66756,100,*.‡,,Census
MMR (PAC),MMR (PAC),States,NY-Rest of state,2023-24,99,,,,,
Hepatitis B,,States,NY-City of New York,2022-23,97.9,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
Varicella,2 Doses (unknown disease history),States,NY-City of New York,2022-23,96.7,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
Exemption,Medical Exemption,States,NY-City of New York,2022-23,0.1,85379,97.6,†. ‡,63,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,NY-City of New York,2022-23,0.1,85379,97.6,†. ‡,63,"Census (pub.), vol. response (pvt.)"
Polio,,States,NY-City of New York,2022-23,96.6,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
Varicella,UTD (unknown disease history),States,NY-City of New York,2022-23,96.7,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
"DTP, DTaP, or DT",,States,NY-City of New York,2022-23,96.3,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
Exemption,Medical Exemption,States,Wyoming,2012-13,0.3,8133,,‡‡,28,Census
Varicella,1 Dose (unknown disease history),States,NY-City of New York,2022-23,NReq,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
MMR,,States,NY-City of New York,2022-23,97.3,85379,97.6,,,"Census (pub.), vol. response (pvt.)"
Exemption,Any Exemption,States,Oklahoma,2016-17,1.9,52184,,‡‡,989,Census
Exemption,Any Exemption,States,Oklahoma,2017-18,2.2,53898,,,1182,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Oklahoma,2021-22,3.5,54042,84.3,,1865,Vol. response
Exemption,Any Exemption,States,Oklahoma,2018-19,2.6,54806,,,1434,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Oklahoma,2019-20,2.7,55348,,,1468,Voluntary response
Exemption,Any Exemption,States,Oklahoma,2020-21,2.4,52656,90,,1275,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Oklahoma,2012-13,1.3,56943,,,738,Census
Exemption,Any Exemption,States,Oklahoma,2013-14,1.5,57377,,,880,Voluntary response
Exemption,Any Exemption,States,Oklahoma,2014-15,1.5,56967,,,877,Census
Exemption,Any Exemption,States,Oklahoma,2015-16,1.6,54335,,,895,Census
Exemption,Any Exemption,States,Oklahoma,2011-12,1.1,52987,,,548,Census
Exemption,Any Exemption,States,Oklahoma,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,Oklahoma,2021-22,3.3,54042,84.3,,1779,Vol. response
Exemption,Any Exemption,States,Oklahoma,2009-10,1.1,51128,,,575,Voluntary response
Exemption,Non-Medical Exemption,States,Oklahoma,2019-20,2.5,55348,,,1395,Voluntary response
Exemption,Non-Medical Exemption,States,Oklahoma,2020-21,2.3,52656,90,,1188,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2017-18,1.8,53898,,,991,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2018-19,2.5,54806,,,1355,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Oklahoma,2013-14,96.1,57377,71.3,,,Voluntary response
"DTP, DTaP, or DT",,States,Oklahoma,2012-13,90.2,56943,95.5,,,Census
"DTP, DTaP, or DT",,States,Oklahoma,2011-12,94.6,52987,90.9,¶,,Census
"DTP, DTaP, or DT",,States,Oklahoma,2010-11,NA,,,,,NA
MMR (PAC),MMR (PAC),States,Oklahoma,2023-24,94.6,,,,,
Exemption,Non-Medical Exemption,States,Oklahoma,2016-17,1.7,52184,,‡‡,910,Census
"DTP, DTaP, or DT",,States,Oklahoma,2016-17,NA,52184,0,‡.¶,,Census
"DTP, DTaP, or DT",,States,Oklahoma,2015-16,96.1,54335,96.1,‡,,Census
"DTP, DTaP, or DT",,States,Oklahoma,2014-15,90,56967,95.9,‡,,Census
"DTP, DTaP, or DT",,States,Oklahoma,2009-10,97.3,51128,88.9,,,Voluntary response
MMR,,States,Oklahoma,2021-22,90.9,54042,84.3,‡,,Vol. response
MMR,,States,Oklahoma,2017-18,92.6,53898,92.1,§,,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2018-19,92.2,54806,92.1,§,,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2019-20,93,55348,85.6,§,,Voluntary response
MMR,,States,Oklahoma,2020-21,90.5,52656,90,‡.§,,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2016-17,NA,52184,0,‡.¶,,Census
MMR,,States,Oklahoma,2015-16,94.4,54335,96.1,‡,,Census
Varicella,2 Doses (unknown disease history),States,Oklahoma,2014-15,NReq,56967,95.9,‡,,Census
Varicella,2 Doses (unknown disease history),States,Oklahoma,2013-14,NReq,57377,71.3,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Oklahoma,2012-13,NReq,56943,95.5,,,Census
Varicella,2 Doses (unknown disease history),States,Oklahoma,2011-12,NReq,52987,90.9,¶,,Census
Varicella,2 Doses (unknown disease history),States,Oklahoma,2010-11,NA,,,,,NA
Varicella,2 Doses (unknown disease history),States,Oklahoma,2009-10,NReq,51128,88.9,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Oklahoma,2021-22,95.5,54042,84.3,‡,,Vol. response
"DTP, DTaP, or DT",,States,Oklahoma,2019-20,93.9,55348,85.6,§,,Voluntary response
"DTP, DTaP, or DT",,States,Oklahoma,2018-19,92.7,54806,92.1,§,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Oklahoma,2020-21,90.3,52656,90,‡.§,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Oklahoma,2021-22,91.1,54042,84.3,‡,,Vol. response
"DTP, DTaP, or DT",,States,Oklahoma,2017-18,93.9,53898,92.1,§,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Oklahoma,2011-12,97.8,52987,90.9,¶,,Census
Varicella,1 Dose (unknown disease history),States,Oklahoma,2016-17,NA,52184,0,‡.¶,,Census
Varicella,1 Dose (unknown disease history),States,Oklahoma,2015-16,NA,54335,96.1,‡,,Census
Varicella,1 Dose (unknown disease history),States,Oklahoma,2019-20,96.9,55348,85.6,§,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Oklahoma,2020-21,96.1,52656,90,‡.§,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Oklahoma,2014-15,92.5,56967,95.9,‡,,Census
Varicella,1 Dose (unknown disease history),States,Oklahoma,2013-14,98,57377,71.3,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Oklahoma,2012-13,92.8,56943,95.5,,,Census
Varicella,1 Dose (unknown disease history),States,Oklahoma,2010-11,NA,,,,,NA
Varicella,1 Dose (unknown disease history),States,Oklahoma,2009-10,99.7,51128,88.9,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Oklahoma,2018-19,95.8,54806,92.1,§,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Oklahoma,2017-18,96.8,53898,92.1,§,,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2012-13,90.5,56943,95.5,,,Census
MMR,,States,Oklahoma,2011-12,95,52987,90.9,¶,,Census
MMR,,States,Oklahoma,2010-11,NA,,,,,NA
MMR,,States,Oklahoma,2009-10,97.3,51128,88.9,,,Voluntary response
MMR,,States,Oklahoma,2014-15,90.3,56967,95.9,‡,,Census
MMR,,States,Oklahoma,2013-14,96.4,57377,71.3,,,Voluntary response
Hepatitis B,,States,Oklahoma,2015-16,96.4,54335,96.1,‡,,Census
Hepatitis B,,States,Oklahoma,2014-15,92.5,56967,95.9,‡,,Census
Hepatitis B,,States,Oklahoma,2016-17,NA,52184,0,‡.¶,,Census
Hepatitis B,,States,Oklahoma,2013-14,97.7,57377,71.3,,,Voluntary response
Hepatitis B,,States,Oklahoma,2012-13,92.7,56943,95.5,,,Census
Hepatitis B,,States,Oklahoma,2010-11,NA,,,,,NA
Hepatitis B,,States,Oklahoma,2011-12,97.7,52987,90.9,¶,,Census
Varicella,2 Doses (unknown disease history),States,Oklahoma,2019-20,NReq,55348,85.6,§,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Oklahoma,2020-21,NReq,52656,90,‡.§,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Oklahoma,2015-16,NReq,54335,96.1,‡,,Census
Hepatitis B,,States,Oklahoma,2009-10,99.5,51128,88.9,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Oklahoma,2021-22,NReq,54042,84.3,‡,,Vol. response
Hepatitis B,,States,Oklahoma,2017-18,94.1,53898,92.1,§,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2018-19,95.7,54806,92.1,§,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2019-20,95.1,55348,85.6,§,,Voluntary response
Hepatitis B,,States,Oklahoma,2020-21,95.8,52656,90,‡.§,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2021-22,95.2,54042,84.3,‡,,Vol. response
Polio,,States,Oklahoma,2010-11,NA,,,,,NA
Polio,,States,Oklahoma,2009-10,97.6,51128,88.9,,,Voluntary response
Polio,,States,Oklahoma,2011-12,94.6,52987,90.9,¶,,Census
MMR,,States,Oklahoma,2023-24,88.3,49979,93.8,‡,,"Census (pub.), vol. response (prv.)"
"DTP, DTaP, or DT",,States,Oklahoma,2023-24,89,49979,93.8,‡,,"Census (pub.), vol. response (prv.)"
