Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Varicella,2 Doses (or disease history),States,California,2013-14,NReq,548606,97.3,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Arizona,2013-14,NReq,89606,95.8,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,District of Columbia,2013-14,NA,7856,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Alabama,2013-14,NReq,76927,100,*. **,NULL,Census
Varicella,2 Doses (or disease history),States,Hawaii,2013-14,NReq,20056,5.4,NULL,NULL,Stratified  2-stage cluster sample
Varicella,2 Doses (or disease history),States,Illinois,2013-14,NReq,163316,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Maine,2013-14,NReq,15441,82.4,‡,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,Maryland,2013-14,NReq,75659,96.9,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Montana,2013-14,NReq,12855,95.4,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,New Jersey,2013-14,NReq,123085,95.4,≥. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,New York,2013-14,NReq,240318,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,North Carolina,2013-14,NReq,126084,97.7,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Oklahoma,2013-14,NReq,57377,71.3,NULL,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,Oregon,2013-14,NReq,47649,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,Missouri,2014-15,95.3,75900,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Rhode Island,2014-15,95.4,11163,98.9,‡,NULL,Census
Varicella,2 Doses (or disease history),States,California,2011-12,NReq,542544,97.6,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Illinois,2011-12,NReq,163311,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,District of Columbia,2011-12,NA,6854,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Hawaii,2011-12,NReq,19443,7.7,NULL,NULL,2-stage Cluster Sample
Varicella,2 Doses (or disease history),States,Oklahoma,2011-12,NReq,52987,90.9,¶,NULL,Census
Varicella,2 Doses (or disease history),States,Oregon,2011-12,NReq,45855,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Colorado,2011-12,84,70142,0.5,NULL,NULL,Simple Random Sample
Varicella,2 Doses (or disease history),States,Pennsylvania,2011-12,85.1,148042,99,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Idaho,2011-12,85.8,22762,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Kansas,2011-12,85.9,38402,52.7,†,NULL,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (or disease history),States,North Dakota,2011-12,88.9,8412,5.8,¶,NULL,Convenient
Varicella,2 Doses (or disease history),States,West Virginia,2011-12,88.9,22449,94.9,NULL,NULL,Convenient
Varicella,2 Doses (or disease history),States,California,2014-15,NReq,552583,96.9,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Montana,2014-15,NReq,12501,95.7,NULL,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Arizona,2014-15,NReq,86153,98.3,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,New Jersey,2014-15,NReq,120471,93.9,‡,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Alabama,2014-15,NReq,59660,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,North Carolina,2014-15,NReq,129792,95,NULL,NULL,Census (public). Voluntary response (private)
Varicella,2 Doses (or disease history),States,Oklahoma,2014-15,NReq,56967,95.9,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Oregon,2014-15,NReq,46229,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,Utah,2014-15,NReq,50916,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Colorado,2014-15,85.4,70597,0.5,NULL,NULL,Simple random sample
Varicella,2 Doses (or disease history),States,Washington,2014-15,87.9,88809,96.7,NULL,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Arkansas,2014-15,88,41252,95.9,‡,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Idaho,2014-15,88.4,22968,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Kansas,2014-15,88.9,39685,24.5,†.‡,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,North Dakota,2014-15,89.5,10017,99.9,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,District of Columbia,2014-15,89.5,7840,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,District of Columbia,2012-13,NA,7842,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,California,2012-13,NReq,535523,99,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Arizona,2012-13,NReq,90054,97.6,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Alaska,2012-13,NA,10319,97.8,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Alabama,2012-13,NReq,72929,100,* . ‡. **,NULL,Census
Varicella,2 Doses (or disease history),States,Colorado,2012-13,84.6,70657,0.5,NULL,NULL,Simple Random Sample
Varicella,2 Doses (or disease history),States,Arkansas,2012-13,84.8,43212,96.3,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Pennsylvania,2012-13,85.7,151364,97.5,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Idaho,2012-13,86.6,23888,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Kansas,2012-13,88.4,40738,31.8,†. ‡,NULL,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (or disease history),States,North Dakota,2012-13,88.5,9503,4.9,NULL,NULL,2-stage Cluster Sample
Varicella,2 Doses (or disease history),States,Louisiana,2015-16,96.8,59159,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,North Carolina,2015-16,97,128290,92,‡.§,NULL,Census (public). Voluntary response (private)
Varicella,2 Doses (or disease history),States,Texas,2015-16,97.2,394801,98.7,‡.§,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Nebraska,2015-16,97.3,30409,100,*.‡,NULL,Census
Varicella,2 Doses (or disease history),States,Delaware,2015-16,97.6,11589,9.5,NULL,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Wisconsin,2012-13,91.1,72416,1.8,‡,NULL,2-stage Cluster Sample
Varicella,2 Doses (or disease history),States,Virginia,2012-13,91.2,104826,4.2,NULL,NULL,2-stage Cluster Sample
Varicella,2 Doses (or disease history),States,Alaska,2013-14,92.5,10222,9.3,†,NULL,Stratified  2-stage cluster sample
Varicella,2 Doses (or disease history),States,Minnesota,2013-14,92.6,72087,98.5,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Michigan,2013-14,93,120297,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Florida,2013-14,93.2,233797,100,≥. *. §,NULL,Census
Varicella,2 Doses (or disease history),States,New Mexico,2013-14,93.4,30725,2.7,‡,NULL,Stratified  2-stage cluster sample
Varicella,2 Doses (or disease history),States,Nevada,2013-14,93.6,35782,3.1,NULL,NULL,Stratified  2-stage cluster sample
Varicella,2 Doses (or disease history),States,Massachusetts,2013-14,93.9,79894,97.9,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Georgia,2013-14,94,143988,100,≥. *,NULL,Census
Varicella,2 Doses (or disease history),States,Missouri,2013-14,94.6,78140,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Arkansas,2015-16,90.6,40258,95.6,‡,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Ohio,2015-16,91.5,144604,93.7,NULL,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Kentucky,2015-16,91.6,54353,99.5,‡.§,NULL,Census
Varicella,2 Doses (or disease history),States,Iowa,2015-16,91.8,41215,100,≥.*,NULL,Census
Varicella,2 Doses (or disease history),States,Vermont,2015-16,91.9,6366,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Utah,2013-14,NReq,54779,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Colorado,2013-14,81.7,69904,0.5,NULL,NULL,Random Sample
Varicella,2 Doses (or disease history),States,Pennsylvania,2013-14,84,151253,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,Arkansas,2013-14,85.4,42649,96.3,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Kansas,2013-14,85.5,41107,29,†. ‡,NULL,Stratified 1-stage sample (Public); Census (Private)
Varicella,2 Doses (or disease history),States,Idaho,2013-14,86.5,23934,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Washington,2013-14,88.4,89165,88.5,NULL,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,North Dakota,2013-14,89.4,9780,96.1,NULL,NULL,Census (Public); Stratified  2-stage cluster sample(Private)
Varicella,2 Doses (or disease history),States,Vermont,2013-14,89.4,6771,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Indiana,2013-14,90.2,87193,70.3,NULL,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,Iowa,2013-14,91,43728,94.6,≥,NULL,Census
Varicella,2 Doses (or disease history),States,Wisconsin,2013-14,91.2,71363,2.8,‡,NULL,Stratified  2-stage cluster sample
Varicella,2 Doses (or disease history),States,Virginia,2013-14,91.3,105692,4.1,NULL,NULL,2-stage cluster  sample
Varicella,2 Doses (or disease history),States,Kentucky,2013-14,91.9,57857,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Florida,2014-15,93.3,228982,100,≥. *. §,NULL,Census
Varicella,2 Doses (or disease history),States,Michigan,2014-15,93.9,117963,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Georgia,2014-15,94,139471,100,≥. *,NULL,Census
Varicella,2 Doses (or disease history),States,Massachusetts,2014-15,94.1,74869,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,Tennessee,2014-15,95.1,78276,100,≥. *,NULL,Census
Varicella,2 Doses (or disease history),States,Illinois,2014-15,95.3,156942,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Wisconsin,2016-17,92.8,67607,2.2,†.‡.§,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Virginia,2016-17,92.7,102357,4,†,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,West Virginia,2016-17,92.6,28666,66.5,§,NULL,Census (public). voluntary response (private)
Varicella,2 Doses (or disease history),States,Iowa,2016-17,92.6,39587,100,≥.*,NULL,Census
Varicella,2 Doses (or disease history),States,Vermont,2016-17,92.5,6344,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Minnesota,2016-17,92.3,69140,96.7,§,NULL,Census
Varicella,2 Doses (or disease history),States,South Carolina,2014-15,95.4,62864,12.2,NULL,NULL,Stratified 1-stage cluster sample
Varicella,2 Doses (or disease history),States,Nebraska,2014-15,95.8,26665,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,New York,2014-15,96.4,237045,100,*. ‡,NULL,Census
Varicella,2 Doses (or disease history),States,Wyoming,2014-15,96.5,7983,97.9,¶,NULL,Census
Varicella,2 Doses (or disease history),States,Louisiana,2014-15,96.7,60377,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,South Dakota,2014-15,96.8,12008,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Connecticut,2014-15,96.8,39948,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Texas,2014-15,97,406099,98.3,‡,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,West Virginia,2014-15,97,22016,81.3,NULL,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,New Mexico,2014-15,97.2,29918,3.3,†,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Delaware,2014-15,97.7,11476,7.9,NULL,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Maryland,2014-15,98.8,75391,90.2,‡,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Mississippi,2014-15,99.2,44129,100,≥. *,NULL,Census
Varicella,2 Doses (or disease history),States,Maine,2014-15,NReq,13704,88.9,‡,NULL,Voluntary response (public); Census (private)
Varicella,2 Doses (or disease history),States,Hawaii,2014-15,NReq,20085,5.6,NULL,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Alaska,2014-15,91.6,10129,7.8,†,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Iowa,2014-15,91.9,43239,96.3,≥,NULL,Census
Varicella,2 Doses (or disease history),States,Pennsylvania,2014-15,92,146378,98.3,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Kentucky,2014-15,92.3,57884,97.2,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Minnesota,2014-15,92.7,70896,97.8,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Nevada,2014-15,92.9,36755,2.8,NULL,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Georgia,2015-16,94.6,131403,100,≥.*,NULL,Census
Varicella,2 Doses (or disease history),States,New York,2015-16,94.8,232521,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Utah,2015-16,94.8,50114,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Michigan,2015-16,95.2,116299,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,South Dakota,2015-16,95.2,12181,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Missouri,2015-16,95.4,74413,100,*.§,NULL,Census
Varicella,2 Doses (or disease history),States,Illinois,2015-16,95.5,151309,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,New Mexico,2015-16,95.8,29049,2.7,†,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Massachusetts,2015-16,95.8,72897,100,*.‡,NULL,Census
Varicella,2 Doses (or disease history),States,Rhode Island,2015-16,96,11165,100,*.‡.§,NULL,Census
Varicella,2 Doses (or disease history),States,South Carolina,2015-16,96.2,59240,8.9,NULL,NULL,Stratified 1-stage cluster sample
Varicella,2 Doses (or disease history),States,Pennsylvania,2015-16,96.5,143298,93.2,NULL,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Wyoming,2015-16,96.5,7825,74,§.¶,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,Connecticut,2015-16,96.6,39533,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Delaware,2018-19,97.6,10798,9.5,NULL,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Maryland,2018-19,97.1,71431,100,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Rhode Island,2018-19,97,10964,100,*.‡.§,NULL,Census
Varicella,2 Doses (or disease history),States,New York,2018-19,96.7,220495,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Texas,2018-19,96.5,390034,99.4,‡.§,NULL,Census
Varicella,2 Doses (or disease history),States,Massachusetts,2018-19,96.5,65279,100,*.‡,NULL,Census
Varicella,2 Doses (or disease history),States,Nebraska,2018-19,96.3,26925,98.6,‡.‡‡,NULL,Census
Varicella,2 Doses (or disease history),States,Maryland,2015-16,99.2,72012,94.3,‡,NULL,Census (public); Voluntary response (private)
Varicella,2 Doses (or disease history),States,Mississippi,2015-16,99.4,41042,100,≥.*,NULL,Census
Varicella,2 Doses (or disease history),States,Alabama,2015-16,NReq,60392,100,≥.*,NULL,Census
Varicella,2 Doses (or disease history),States,New Jersey,2015-16,NReq,110116,100,≥.*,NULL,Census
Varicella,2 Doses (or disease history),States,Oklahoma,2015-16,NReq,54335,96.1,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Oregon,2015-16,NReq,45531,100,*.‡,NULL,Census
Varicella,2 Doses (or disease history),States,Arizona,2015-16,NReq,83088,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,California,2015-16,NReq,593788,92.8,‡,NULL,Census
Varicella,2 Doses (or disease history),States,Hawaii,2015-16,NReq,16325,6.7,NULL,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Maine,2015-16,NReq,13526,90.5,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Colorado,2015-16,85.7,69137,0.5,NULL,NULL,Simple random sample
Varicella,2 Doses (or disease history),States,Kansas,2015-16,87.9,39555,21,†.‡.§,NULL,Stratified 2-stage cluster sample
Varicella,2 Doses (or disease history),States,Indiana,2015-16,88,83525,69.5,NULL,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,District of Columbia,2015-16,88.1,8080,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Idaho,2015-16,89.1,22686,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Washington,2015-16,89.4,86492,97.3,§,NULL,Census
Varicella,2 Doses (or disease history),States,North Dakota,2015-16,90.4,9875,97.1,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Connecticut,2016-17,96.5,39002,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,North Carolina,2016-17,95.9,126454,88.2,‡.§,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,Nebraska,2016-17,95.8,27117,100,*.‡.‡‡,NULL,Census
Varicella,2 Doses (or disease history),States,South Carolina,2016-17,95.7,59177,8.9,NULL,NULL,Stratified 1-stage cluster sample
Varicella,2 Doses (or disease history),States,Massachusetts,2016-17,95.7,70109,100,*.‡,NULL,Census
Varicella,2 Doses (or disease history),States,South Dakota,2016-17,95.4,12106,99.8,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Michigan,2016-17,95.3,118777,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Missouri,2016-17,95.1,73355,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Rhode Island,2016-17,94.8,11100,98.4,‡.§,NULL,Census
Varicella,2 Doses (or disease history),States,Utah,2016-17,94.6,49073,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,New Mexico,2016-17,94.6,27119,4.5,NULL,NULL,Stratified 2-stage cluster sample
